channel_id,chaine,abonnes,video_id,titre,publiee,url,entites_filiere,alias_reconnus,indices,description,entites_retenues,force
UCsTK8xMZKkrbTeWc8REbn8Q,LORIS GIULIANO,1920000,UYuu8qpZkxY,LORIS - LA FAVELA - BRÉSIL,2022-06-20,https://www.youtube.com/watch?v=UYuu8qpZkxY,CNIEL,@lesproduitslaitiers,remerciement,Abonnez-vous à ma chaîne ! ⏎  ⏎ INSTAGRAM : https://www.instagram.com/loris.giuliano/ ⏎ TWITTER : https://twitter.com/Loris_Giuliano ⏎ FACEBOOK : https://www.facebook.com/GiulianoLoris/ ⏎  ⏎ Le Tour du Monde avec Loris  ⏎ Merci aux Produits Laitiers de me permettre de faire ce tour du Monde ❤️,CNIEL,ALIAS D'INTERPROFESSION
UCsTK8xMZKkrbTeWc8REbn8Q,LORIS GIULIANO,1920000,3rIlVfqlYTM,LORIS - LE CARNAVAL - MARTINIQUE,2022-05-24,https://www.youtube.com/watch?v=3rIlVfqlYTM,CNIEL,@lesproduitslaitiers,remerciement,BATEAU SUR L'EAU ⏎ https://streamlink.to/Bateausurleau ⏎  ⏎  ⏎ Le Tour du Monde avec Loris  ⏎ Merci aux Produits Laitiers de me permettre de faire ce tour du Monde ❤️,CNIEL,ALIAS D'INTERPROFESSION
UCsTK8xMZKkrbTeWc8REbn8Q,LORIS GIULIANO,1920000,GZVw5GK25Jk,LORIS - LA SAINT-VALENTIN - ABIDJAN,2022-04-14,https://www.youtube.com/watch?v=GZVw5GK25Jk,CNIEL,@lesproduitslaitiers,remerciement,Abonnez-vous à ma chaîne ! ⏎  ⏎ INSTAGRAM : https://www.instagram.com/loris.giuliano/ ⏎ TWITTER : https://twitter.com/Loris_Giuliano ⏎ FACEBOOK : https://www.facebook.com/GiulianoLoris/ ⏎  ⏎ Le Tour du Monde avec Loris  ⏎ Merci aux Produits Laitiers de me permettre de faire ce tour du Monde ❤️,CNIEL,ALIAS D'INTERPROFESSION
UCsTK8xMZKkrbTeWc8REbn8Q,LORIS GIULIANO,1920000,vEXhKhbK1tg,LORIS - LE BONHEUR - MBOUR SÉNÉGAL,2022-02-21,https://www.youtube.com/watch?v=vEXhKhbK1tg,CNIEL,@lesproduitslaitiers,remerciement,Abonnez-vous à ma chaîne ! ⏎  ⏎ INSTAGRAM : https://www.instagram.com/loris.giuliano/ ⏎ TWITTER : https://twitter.com/Loris_Giuliano ⏎ FACEBOOK : https://www.facebook.com/GiulianoLoris/ ⏎  ⏎ Le Tour du Monde avec Loris  ⏎ Merci aux Produits Laitiers de me permettre de faire ce tour du Monde ❤️,CNIEL,ALIAS D'INTERPROFESSION
UCsTK8xMZKkrbTeWc8REbn8Q,LORIS GIULIANO,1920000,Z7ycXlcN2w0,LORIS - AMITIÉ HOMME / FEMME - DAKAR,2022-01-20,https://www.youtube.com/watch?v=Z7ycXlcN2w0,CNIEL,@lesproduitslaitiers,remerciement,Abonnez-vous à ma chaîne ! ⏎  ⏎ INSTAGRAM : https://www.instagram.com/loris.giuliano/ ⏎ TWITTER : https://twitter.com/Loris_Giuliano ⏎ FACEBOOK : https://www.facebook.com/GiulianoLoris/ ⏎  ⏎ Le Tour du Monde avec Loris  ⏎ Merci aux Produits Laitiers de me permettre de faire ce tour du Monde ❤️,CNIEL,ALIAS D'INTERPROFESSION
UCsTK8xMZKkrbTeWc8REbn8Q,LORIS GIULIANO,1920000,mdqnu5rn3ow,LORIS - LES BOITES DE NUIT,2021-09-24,https://www.youtube.com/watch?v=mdqnu5rn3ow,CNIEL,@lesproduitslaitiers,remerciement,Abonnez-vous à ma chaîne ! ⏎  ⏎ INSTAGRAM : https://www.instagram.com/loris.giuliano/ ⏎ TWITTER : https://twitter.com/Loris_Giuliano ⏎ FACEBOOK : https://www.facebook.com/GiulianoLoris/ ⏎  ⏎ Le Tour du Monde avec Loris  ⏎ Merci aux Produits Laitiers de me permettre de faire ce tour du Monde ❤️,CNIEL,ALIAS D'INTERPROFESSION
UCsTK8xMZKkrbTeWc8REbn8Q,LORIS GIULIANO,1920000,o-A314iXmEw,LORIS - LES TERRASSES - BRUXELLES,2021-05-24,https://www.youtube.com/watch?v=o-A314iXmEw,CNIEL,@lesproduitslaitiers,remerciement,Abonnez-vous à ma chaîne ! ⏎  ⏎ INSTAGRAM : https://www.instagram.com/loris.giuliano/ ⏎ TWITTER : https://twitter.com/Loris_Giuliano ⏎ FACEBOOK : https://www.facebook.com/GiulianoLoris/ ⏎  ⏎ Le Tour du Monde avec Loris  ⏎ Merci aux Produits Laitiers de me permettre de faire ce tour du Monde ❤️,CNIEL,ALIAS D'INTERPROFESSION
UCsTK8xMZKkrbTeWc8REbn8Q,LORIS GIULIANO,1920000,hSx0FwkMLsM,LORIS - LOVE AND SEX - NEW YORK,2021-04-11,https://www.youtube.com/watch?v=hSx0FwkMLsM,CNIEL,@lesproduitslaitiers,remerciement,Abonnez-vous à ma chaîne ! ⏎  ⏎ INSTAGRAM : https://www.instagram.com/loris.giuliano/ ⏎ TWITTER : https://twitter.com/Loris_Giuliano ⏎ FACEBOOK : https://www.facebook.com/GiulianoLoris/ ⏎  ⏎ Le Tour du Monde avec Loris  ⏎ Merci aux Produits Laitiers de me permettre de faire ce tour du Monde ❤️,CNIEL,ALIAS D'INTERPROFESSION
UCsTK8xMZKkrbTeWc8REbn8Q,LORIS GIULIANO,1920000,mZL4VzHapTY,LORIS - BIKERS / COWBOYS - TEXAS,2021-03-18,https://www.youtube.com/watch?v=mZL4VzHapTY,CNIEL,@lesproduitslaitiers,remerciement,Abonnez-vous à ma chaîne ! ⏎  ⏎ INSTAGRAM : https://www.instagram.com/loris.giuliano/ ⏎ TWITTER : https://twitter.com/Loris_Giuliano ⏎ FACEBOOK : https://www.facebook.com/GiulianoLoris/ ⏎  ⏎ Le Tour du Monde avec Loris  ⏎ Merci aux Produits Laitiers de me permettre de faire ce tour du Monde ❤️,CNIEL,ALIAS D'INTERPROFESSION
UCsTK8xMZKkrbTeWc8REbn8Q,LORIS GIULIANO,1920000,YykAzF8MqA4,LORIS - LE CARNAVAL - RIO DE JANEIRO,2020-03-04,https://www.youtube.com/watch?v=YykAzF8MqA4,CNIEL,@lesproduitslaitiers,remerciement,Abonnez-vous à ma chaîne ! ⏎  ⏎ INSTAGRAM : https://www.instagram.com/loris.giuliano/ ⏎ TWITTER : https://twitter.com/Loris_Giuliano ⏎ FACEBOOK : https://www.facebook.com/GiulianoLoris/ ⏎  ⏎ Le Tour du Monde avec Loris  ⏎ Dites moi en commentaire dans quels pays vous voulez que j'aille :) ⏎  ⏎ Merci aux Produits Laitiers de me permettre de faire ce tour du Monde ❤️,CNIEL,ALIAS D'INTERPROFESSION
UCsTK8xMZKkrbTeWc8REbn8Q,LORIS GIULIANO,1920000,cmq-9E5CdQg,LORIS - LE DRIFT - LOS ANGELES,2020-02-16,https://www.youtube.com/watch?v=cmq-9E5CdQg,CNIEL,@lesproduitslaitiers,remerciement,Abonnez-vous à ma chaîne ! ⏎  ⏎ INSTAGRAM : https://www.instagram.com/loris.giuliano/ ⏎ TWITTER : https://twitter.com/Loris_Giuliano ⏎ FACEBOOK : https://www.facebook.com/GiulianoLoris/ ⏎  ⏎ Le Tour du Monde avec Loris  ⏎ Dites moi en commentaire dans quels pays vous voulez que j'aille :) ⏎  ⏎ Merci aux Produits Laitiers de me permettre de faire ce tour du Monde ❤️,CNIEL,ALIAS D'INTERPROFESSION
UCsTK8xMZKkrbTeWc8REbn8Q,LORIS GIULIANO,1920000,lg0IsC_8EnU,LORIS - GUADELOUPE,2020-02-09,https://www.youtube.com/watch?v=lg0IsC_8EnU,CNIEL,@lesproduitslaitiers,remerciement,Abonnez-vous à ma chaîne ! ⏎  ⏎ INSTAGRAM : https://www.instagram.com/loris.giuliano/ ⏎ TWITTER : https://twitter.com/Loris_Giuliano ⏎ FACEBOOK : https://www.facebook.com/GiulianoLoris/ ⏎  ⏎ Le Tour du Monde avec Loris  ⏎ Dites moi en commentaire dans quels pays vous voulez que j'aille :) ⏎  ⏎ Merci aux Produits Laitiers de me permettre de faire ce tour du Monde ❤️,CNIEL,ALIAS D'INTERPROFESSION
UCsTK8xMZKkrbTeWc8REbn8Q,LORIS GIULIANO,1920000,JwmmUvS78AM,LORIS - MONTRÉAL - CANADA,2020-01-28,https://www.youtube.com/watch?v=JwmmUvS78AM,CNIEL,@lesproduitslaitiers,remerciement,Abonnez-vous à ma chaîne ! ⏎  ⏎ INSTAGRAM : https://www.instagram.com/loris.giuliano/ ⏎ TWITTER : https://twitter.com/Loris_Giuliano ⏎ FACEBOOK : https://www.facebook.com/GiulianoLoris/ ⏎  ⏎ Le Tour du Monde avec Loris  ⏎ Dites moi en commentaire dans quels pays vous voulez que j'aille :) ⏎  ⏎ Merci aux Produits Laitiers de me permettre de faire ce tour du Monde ❤️,CNIEL,ALIAS D'INTERPROFESSION
UCsTK8xMZKkrbTeWc8REbn8Q,LORIS GIULIANO,1920000,M5iLgoVSykM,LORIS - DOUBLE JOUR DE L'AN - AUCKLAND/RAROTONGA,2020-01-15,https://www.youtube.com/watch?v=M5iLgoVSykM,CNIEL,@lesproduitslaitiers,remerciement,Abonnez-vous à ma chaîne ! ⏎  ⏎ INSTAGRAM : https://www.instagram.com/loris.giuliano/ ⏎ TWITTER : https://twitter.com/Loris_Giuliano ⏎ FACEBOOK : https://www.facebook.com/GiulianoLoris/ ⏎  ⏎ Le Tour du Monde avec Loris  ⏎ Dites moi en commentaire dans quels pays vous voulez que j'aille :) ⏎  ⏎ Merci aux Produits Laitiers de me permettre de faire ce tour du Monde ❤️,CNIEL,ALIAS D'INTERPROFESSION
UCsTK8xMZKkrbTeWc8REbn8Q,LORIS GIULIANO,1920000,s1XA1BHUX_s,LORIS - LES OFF - TOUR DE FRANCE,2019-11-22,https://www.youtube.com/watch?v=s1XA1BHUX_s,CNIEL,@lesproduitslaitiers,remerciement,Abonnez-vous à ma chaîne ! ⏎  ⏎ INSTAGRAM : https://www.instagram.com/loris.giuliano/ ⏎ TWITTER : https://twitter.com/Loris_Giuliano ⏎ FACEBOOK : https://www.facebook.com/GiulianoLoris/ ⏎  ⏎ Le Tour de France avec Loris  ⏎  ⏎ Merci aux Produits Laitiers pour ce tour de France ❤️,CNIEL,ALIAS D'INTERPROFESSION
UCsTK8xMZKkrbTeWc8REbn8Q,LORIS GIULIANO,1920000,SCm_UNf8xAs,LORIS - MERCI - NANTES ANGERS PARIS,2019-11-14,https://www.youtube.com/watch?v=SCm_UNf8xAs,CNIEL,@lesproduitslaitiers,remerciement,Abonnez-vous à ma chaîne ! ⏎  ⏎ INSTAGRAM : https://www.instagram.com/loris.giuliano/ ⏎ TWITTER : https://twitter.com/Loris_Giuliano ⏎ FACEBOOK : https://www.facebook.com/GiulianoLoris/ ⏎  ⏎ Le Tour de France avec Loris  ⏎  ⏎ Merci aux Produits Laitiers pour ce tour de France ❤️,CNIEL,ALIAS D'INTERPROFESSION
UCsTK8xMZKkrbTeWc8REbn8Q,LORIS GIULIANO,1920000,ViL5tLYF_Xo,LORIS - LA FERME - MAËL CARHAIX,2019-11-04,https://www.youtube.com/watch?v=ViL5tLYF_Xo,CNIEL,@lesproduitslaitiers,remerciement,"Abonnez-vous à ma chaîne ! ⏎  ⏎ INSTAGRAM : https://www.instagram.com/loris.giuliano/ ⏎ TWITTER : https://twitter.com/Loris_Giuliano ⏎ FACEBOOK : https://www.facebook.com/GiulianoLoris/ ⏎  ⏎ Le Tour de France avec Loris  ⏎ Pendant 2 mois, 2 villes par semaine, 2 vidéos par semaine, le lundi et le jeudi ! ⏎ Dites moi en commentaire dans quelles villes vous voulez que je vienne :) ⏎  ⏎ Merci aux Produits Laitiers de me permettre de faire ce tour de France ❤️",CNIEL,ALIAS D'INTERPROFESSION
UCsTK8xMZKkrbTeWc8REbn8Q,LORIS GIULIANO,1920000,s_Gbs-Scp-A,LORIS - LA PMA - RENNES,2019-10-31,https://www.youtube.com/watch?v=s_Gbs-Scp-A,CNIEL,@lesproduitslaitiers,remerciement,"Abonnez-vous à ma chaîne ! ⏎  ⏎ INSTAGRAM : https://www.instagram.com/loris.giuliano/ ⏎ TWITTER : https://twitter.com/Loris_Giuliano ⏎ FACEBOOK : https://www.facebook.com/GiulianoLoris/ ⏎  ⏎ Le Tour de France avec Loris  ⏎ Pendant 2 mois, 2 villes par semaine, 2 vidéos par semaine, le lundi et le jeudi ! ⏎ Dites moi en commentaire dans quelles villes vous voulez que je vienne :) ⏎  ⏎ Merci aux Produits Laitiers de me permettre de faire ce tour de France ❤️",CNIEL,ALIAS D'INTERPROFESSION
UCsTK8xMZKkrbTeWc8REbn8Q,LORIS GIULIANO,1920000,cejlgIeVzQg,LORIS - INÉGALITÉS HOMMES/FEMMES - ROUEN,2019-10-28,https://www.youtube.com/watch?v=cejlgIeVzQg,CNIEL,@lesproduitslaitiers,remerciement,"Abonnez-vous à ma chaîne ! ⏎  ⏎ INSTAGRAM : https://www.instagram.com/loris.giuliano/ ⏎ TWITTER : https://twitter.com/Loris_Giuliano ⏎ FACEBOOK : https://www.facebook.com/GiulianoLoris/ ⏎  ⏎ Le Tour de France avec Loris  ⏎ Pendant 2 mois, 2 villes par semaine, 2 vidéos par semaine, le lundi et le jeudi ! ⏎ Dites moi en commentaire dans quelles villes vous voulez que je vienne :) ⏎  ⏎ Merci aux Produits Laitiers de me permettre de faire ce tour de France ❤️",CNIEL,ALIAS D'INTERPROFESSION
UCsTK8xMZKkrbTeWc8REbn8Q,LORIS GIULIANO,1920000,92J7_p8nvDw,LORIS - LES PRODUITS LAITIERS - CAEN,2019-10-23,https://www.youtube.com/watch?v=92J7_p8nvDw,CNIEL,@lesproduitslaitiers,remerciement,"Abonnez-vous à ma chaîne ! ⏎  ⏎ INSTAGRAM : https://www.instagram.com/loris.giuliano/ ⏎ TWITTER : https://twitter.com/Loris_Giuliano ⏎ FACEBOOK : https://www.facebook.com/GiulianoLoris/ ⏎  ⏎ Le Tour de France avec Loris  ⏎ Pendant 2 mois, 2 villes par semaine, 2 vidéos par semaine, le lundi et le jeudi ! ⏎ Dites moi en commentaire dans quelles villes vous voulez que je vienne :) ⏎  ⏎ Merci aux Produits Laitiers de me permettre de faire ce tour de France ❤️",CNIEL,ALIAS D'INTERPROFESSION
