id,date,createur,pays_createur,marques,label,video,releve_le
v24044gl0000ctso5qnog65gnu77alf0,20250104,chloedupuis.co,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/oA8jC8I7znfAfzI7IxXVBUAQGeAqLLHqqDuOwQ~tplv-noop.image?dr=18692&refresh_token=bc9f5627&x-expires=1787658153&x-signature=ZiUmws7CsQxBF7jdZwnP3Cc19IQ%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v240",2026-08-25 05:39 UTC
v0f044gc0000cik4j3jc77u86646mhpg,20230707,victordemartrin,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-68c710-no/ad0417879e9d49b7a1522d7ebee4ba6d_1688750868~tplv-noop.image?dr=18692&refresh_token=b6aebedd&x-expires=1787657995&x-signature=hK1N9OArQkjefXhNDKm18HlSUHQ%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&Video",2026-08-25 05:39 UTC
v24044gl0000d13n41fog65uh8venqeg,20250609,jezzzini,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/okoEdf3HrgdRDHtIB7eEAFBkcFRFIPYjo6IiRh~tplv-noop.image?dr=18692&refresh_token=aa1fefa5&x-expires=1787657977&x-signature=qdNacc64t2NJIBkui1Su8U4I4s4%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v240",2026-08-25 05:39 UTC
v0f044gc0000crf90pfog65upch57tvg,20240909,chloedupuis.co,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-68c710-no/8460f2690cdb4a2997f29d3aadf3b88f_1725862033~tplv-noop.image?dr=18692&refresh_token=443bf870&x-expires=1787658014&x-signature=Zeo%2F5z%2FRJZXZA%2BUQSt6eeq26Mbk%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1",2026-08-25 05:39 UTC
v24044gl0000d31dc0nog65g1nfb3v8g,20250911,familledumas,,,Paid Partnership,"[{""cover_image_url"": ""https://p19-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/oIYwDfgCEElkIh1fGCogFB7CI6RtA5jRDFzn1K~tplv-noop.image?dr=18692&refresh_token=c0d116f9&x-expires=1787658050&x-signature=FD0jhJRVUauq5BSe%2BL5L3X81thE%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v2",2026-08-25 05:39 UTC
v26044gc0000d89he7vog65h0of11qog,20260524,dr.mani.jan,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-useast2a-p-0037-euttp/ogAFTiQPuCBDBG3dIfhAYECxoziJBkiI61l4Ix~tplv-noop.image?dr=18692&refresh_token=46fbc555&x-expires=1787658007&x-signature=yldWX8eeeFaEF6UNowznMng3OAI%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&Video",2026-08-25 05:39 UTC
v0f044gc0000chghjfbc77ub508rruvg,20230514,laury.aucalme,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-68c710-no/oklIPQGMQAmJDos7R8bERknBAfY7eDE3cWb9Bh~tplv-noop.image?dr=18692&refresh_token=6f36278e&x-expires=1787657987&x-signature=VNtmzygiBvs89KHLuslxaTWi%2FcU%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=",2026-08-25 05:39 UTC
v24044gl0000ctmm2evog65u1snqrqjg,20241226,princessegames,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/ogEH8AflkbIDnYRJE7geItFEF0V6pnt4DSFWBm~tplv-noop.image?dr=18692&refresh_token=594b183c&x-expires=1787658023&x-signature=hm7R9p0Dqp6jhpmziW8vTN4%2Fjm0%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v2",2026-08-25 05:39 UTC
v24044gl0000d795tb7og65k6166af10,20260405,sanarajpoot0097,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/ooZnIwipA1QjAIGrTuQ7TgL5IULSILeXDeBEGf~tplv-noop.image?dr=18692&refresh_token=49160ebf&x-expires=1787658000&x-signature=ZuoojW8pp4hiVyrElIAv0pR8mYg%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v240",2026-08-25 05:39 UTC
v24044gl0000d2qmoknog65m4shudh3g,20250901,khironi.astuce,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/osQlPCELYmBlsyAVBa1ZIILHsOvbxUixJ2Bia~tplv-noop.image?dr=18692&refresh_token=0147b7f1&x-expires=1787657997&x-signature=GQbq5nzMkvTuRmF5Nk3%2FnTzWY3c%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v24",2026-08-25 05:39 UTC
v24044gl0000d2i542fog65o1cd59b60,20250819,ksatrend1,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/o0iAWUEfKk20iCA4IkwMIUrBwiwCygHxCpUIIp~tplv-noop.image?dr=18692&refresh_token=95bc93b1&x-expires=1787657978&x-signature=FAJaUoUx3cRILo1eH7gAeX1w7OM%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v240",2026-08-25 05:39 UTC
,20251224,mcdonaldsfrance,,,Promotional Content,[],2026-08-25 05:39 UTC
v24044gl0000d7n4rfnog65vb632t99g,20260426,ouzzlefou2,,,Promotional Content,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/oYumeLDjIGTf3xItTAAwAOrdQeS9ssLIIVQnJR~tplv-noop.image?dr=18692&refresh_token=5aaf0e56&x-expires=1787658030&x-signature=w%2FMHgwS6YJVtQCYRYw4ZBkCKf40%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v2",2026-08-25 05:39 UTC
v0f044gc0000csk4d07og65r2iv1up5g,20241104,mot_h5,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-68c710-no/ogIjgePeIRkQhzIjBjUOUFL0sfCGvBgGA9sfQE~tplv-noop.image?dr=18692&refresh_token=6d561203&x-expires=1787658005&x-signature=G0uiJ0I8rsSZ1BjxdWRU7WqYVu8%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v0",2026-08-25 05:39 UTC
v24044gl0000d3eko87og65ge3ntafag,20251001,mouba71,,,Promotional Content,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/owpLohRQ67eGeD9mABI1peIVLIAjWJuByqUwEQ~tplv-noop.image?dr=18692&refresh_token=80dae927&x-expires=1787658024&x-signature=yMJ487nz1x1meeuVw6TyJyNB3BM%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v240",2026-08-25 05:39 UTC
v24044gl0000d3fboh7og65pib2ks6j0,20251002,ouzzlefou2,,,Promotional Content,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/owRvumavgeXYD4SIQJleELA5KjL8gIexmAUGiI~tplv-noop.image?dr=18692&refresh_token=1a7a0630&x-expires=1787657974&x-signature=nc8rbptZYjRbMx4KMRSFER0T8%2Fo%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v2",2026-08-25 05:39 UTC
v24044gl0000d3eob6nog65hemarhc90,20251001,silentplayy,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/oMAYraXo4WNxhEkUBFIEadiBB2WpZSsZimvBd~tplv-noop.image?dr=18692&refresh_token=20b9f694&x-expires=1787658030&x-signature=YS7RVPRhwuwAO%2BzxEOEwmmgbzZc%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v24",2026-08-25 05:39 UTC
v0f044gc0000cnf1b57og65n7rutjdvg,20240227,chloefitnutrition,,,Paid Partnership,"[{""cover_image_url"": ""https://p19-common-sign.tiktokcdn.com/tos-no1a-p-68c710-no/ogEKj5MFv2C8sjZde9DfeDpQCe5WIILmGQgAn3~tplv-noop.image?dr=18692&refresh_token=127e43ee&x-expires=1787657991&x-signature=MQmdjXoVB0IuQidBI1Pxof6OsSQ%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v0",2026-08-25 05:39 UTC
v26044gc0000d8k361nog65o6ht0q7u0,20260609,el_marticino,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-useast2a-p-0037-euttp/owKA4BEDs4DrRLQPMaaaFoQDfwmDBqQEZQIGPf~tplv-noop.image?dr=18692&refresh_token=9b0c1f4f&x-expires=1787657991&x-signature=oSJ36W39%2B5jqvSuI%2Fk1PsZnvnQY%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&V",2026-08-25 05:39 UTC
v24044gl0000ctncal7og65uuvgn63gg,20241227,valerie.dewilde,,,Paid Partnership,"[{""url"": ""https://v16m.tiktokcdn.com/1bd008e25391f4a9a29b8ac8311ade90/6a8d7f2e/video/tos/useast2a/tos-useast2a-ve-68c810-euttp/o4kQDFfEQgbhnUhk7EBVRzAqIeIQFFETD99sxu/?a=475769&bti=ODM6N2YuLjY6&&bt=987&ft=.NpOcInz7ThNiykGXq8Zmo&mime_type=video_mp4&rc=O2c0Zmc7OzdoNWdnaWloNEBpajZxeXg5cm9mdzMzbzczNUAvYj",2026-08-25 05:39 UTC
v24044gl0000d2svt5vog65qiq8754n0,20250904,ouzzlefou2,,,Promotional Content,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/ogieQXzWvGSgfALGqWKgkrtRS5RHARedJ0fGI4~tplv-noop.image?dr=18692&refresh_token=93c58bd6&x-expires=1787657970&x-signature=XTZGrrntEaZ5nQCKOJljwEVLH98%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v240",2026-08-25 05:39 UTC
v0f044gc0000cougjefog65sg8n8bp10,20240509,abdallah.g23,,,Promotional Content,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-68c710-no/oMiyICnIACqogsBFhdoi5HrmEfC6zciAiBT89A~tplv-noop.image?dr=18692&refresh_token=032ba0b3&x-expires=1787658014&x-signature=PZgqwJ8LqRhmbP6PRwpiPchhZio%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v0",2026-08-25 05:39 UTC
v24044gl0000d1d9nenog65ii9f6u6t0,20250624,n82.5,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/ocaj6uAviBbRqlyFBYUyaGniEBaBBik5vZIGE~tplv-noop.image?dr=18692&refresh_token=8d27b3ff&x-expires=1787658000&x-signature=NX4aWQHF0lTaOOERa%2BwWVZVdRq0%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v24",2026-08-25 05:39 UTC
v24044gl0000d4tvr77og65h2orcrvug,20251212,eliselenfant,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/o8zgRuz0QWAsH7sAgGWMQ5ZvfffHsIkvfWb8GA~tplv-noop.image?dr=18692&refresh_token=243e5e40&x-expires=1787658041&x-signature=Q5lj5mxqN063Feze%2FKYgy4874pw%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v2",2026-08-25 05:39 UTC
v24044gl0000cve432fog65quneltef0,20250320,mcdonaldsfrance,,,Promotional Content,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/okg7FqfDkE1kR9nE6QLeX3cEcBgAkEGmFBxJIg~tplv-noop.image?dr=18692&refresh_token=e68cf08d&x-expires=1787657968&x-signature=cuWPG%2B1iETYLs6d8nFoDxCnhepQ%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v2",2026-08-25 05:39 UTC
v24044gl0000d3lth9nog65ge3kb2or0,20251012,maxence.mellrz,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/oUwxOvY92xcAirPdiIBFaBMEZObIYppBi2Ykv~tplv-noop.image?dr=18692&refresh_token=1efadf93&x-expires=1787658001&x-signature=ufIZavwD7pAN%2BB3cj%2F6vPoz6MgE%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v",2026-08-25 05:39 UTC
v24044gl0000d25o9ivog65icpiim150,20250731,noemiepino,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/oIcAwrlf6Lq0iCAyIJPKIhBBwiyCylCmZURLIQ~tplv-noop.image?dr=18692&refresh_token=e1d0ea91&x-expires=1787658036&x-signature=IN0NVT1KI0KtLM0ZxarFbzZMelQ%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v240",2026-08-25 05:39 UTC
v24044gl0000d6u7akvog65v6hrfpmr0,20260319,perfect.edits.1,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/o4A15IO3mW1e7tneAGGBtF1eLAqIQQeGqROa4s~tplv-noop.image?dr=18692&refresh_token=d425eb69&x-expires=1787657977&x-signature=4ow0KN5NbAKA9TQoy1k6a243Lxc%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v240",2026-08-25 05:39 UTC
v0f044gc0000cpli5nnog65tb3hjev60,20240613,hennidamelio,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-68c710-no/b7f769a897e749fc9666db0275d91e52_1718297730~tplv-noop.image?dr=18692&refresh_token=9121f472&x-expires=1787658017&x-signature=RTc%2FPO3O%2BUD8so%2BmMabULROkcCw%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1",2026-08-25 05:39 UTC
v24044gl0000d613o4fog65l0uhra1ag,20260203,mcdonaldsfrance,,,Promotional Content,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/ok1IwOwIBOlPCT0V6iRIC1igCB1cfxABIBA4yy~tplv-noop.image?dr=18692&refresh_token=a68f0056&x-expires=1787657968&x-signature=nbDDqdFRZSchM8sVs21ieD3tCic%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v240",2026-08-25 05:39 UTC
v09044g40000cdnvm53c77u2vn10me3g,20221112,neymarjr,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-maliva-p-0068/owhwxESzCeYQNiIjeYv3fA9C2Fe7CfvOfNcABU~tplv-noop.image?dr=18692&refresh_token=8470659a&x-expires=1787657978&x-signature=Sz%2F3XmlSRWuob9rdBq%2Bl98K1CIA%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v",2026-08-25 05:39 UTC
v26044gc0000d94dm87og65l246dp030,20260704,m6plus,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-useast2a-p-0037-euttp/oozPQIIgEI0tBQZl1dBbGAziBkzjaB3JigcEI~tplv-noop.image?dr=18692&refresh_token=edc87c57&x-expires=1787658007&x-signature=kjxZO3QxEWJ5Qf1yVikGUTFc%2BUI%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&Vide",2026-08-25 05:39 UTC
v24044gl0000d2pop77og65q9jv3ohcg,20250830,ouzzlefou2,,,Promotional Content,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/os4zMiYFtLPZOBRBIXaiEOYnEC6AaTZqjAPB8~tplv-noop.image?dr=18692&refresh_token=a0098c2a&x-expires=1787657974&x-signature=0agM8CPAcaw%2F%2BVpUcIHuekzsluQ%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v",2026-08-25 05:39 UTC
v26044gc0000d81l307og65r9lp9jn20,20260512,chrispathway,,,Paid Partnership,"[{""cover_image_url"": ""https://p19-common-sign.tiktokcdn.com/tos-useast2a-p-0037-euttp/okEEPgEBxDws3B70xakINXgOnKUgBRTiAZUiZ~tplv-noop.image?dr=18692&refresh_token=f90b9587&x-expires=1787657997&x-signature=okr1atWEFzJYMmVyDk%2Bg4eMK0Ek%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&Vide",2026-08-25 05:39 UTC
v24044gl0000d34hpv7og65ga3fakpi0,20250916,emilyyplh,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/oMQDoyHgg18REBIoBfzFHUwAEmkmSzjQbgfFRO~tplv-noop.image?dr=18692&refresh_token=eb8fe56a&x-expires=1787657974&x-signature=f8I4IXd39SD4Cnrr2Q3rRYbh9i8%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v240",2026-08-25 05:39 UTC
v24044gl0000d5rr717og65j7pfddnsg,20260126,leacoff_,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/oABIyItIwAzGCPz3IiPle0BAVtuy5iCWHB7hB3~tplv-noop.image?dr=18692&refresh_token=f7d41088&x-expires=1787658024&x-signature=p1zUrrWJb4inKQLsuORD8xDxXSQ%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v240",2026-08-25 05:39 UTC
,20251224,mcdonaldsfrance,,,Promotional Content,[],2026-08-25 05:39 UTC
v24044gl0000d7fji2vog65jf4lebbog,20260415,ton_pote_gillian,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/o4eufWXALEDIfWA5NlGvITgpvQ0IWOjbnLEIGK~tplv-noop.image?dr=18692&refresh_token=42ed7721&x-expires=1787657987&x-signature=Ii6fPFoZMY2PoVMv1dEd8wT8Km0%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v240",2026-08-25 05:39 UTC
v24044gl0000d6i6e3nog65n0frnfct0,20260301,elina_rlle,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/oUypkIOIDdAcGBZsgEfyACGB3FBfGpFEVu6RMk~tplv-noop.image?dr=18692&refresh_token=68f021d1&x-expires=1787658001&x-signature=4NQsZb7gRBYzLGEEmOuWoWsoaBQ%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v240",2026-08-25 05:39 UTC
v24044gl0000d50neenog65i1sj5ca90,20251216,mo_vie_,,,Paid Partnership,"[{""url"": ""https://v16m.tiktokcdn.com/6f3a935afc034954f7cd12b445f276c9/6a8d7f10/video/tos/useast2a/tos-useast2a-ve-68c810-euttp/o8FkGpXBHscEE3FRQUIgj9Akyegfk6kCWyQQAD/?a=475769&bti=ODM6N2YuLjY6&&bt=681&ft=.NpOcInz7ThNiykGXq8Zmo&mime_type=video_mp4&rc=Zjk0PGg6OjczPDo6MzY6NEBpM2Q4dmw5cmhxODMzbzczNUA0YF",2026-08-25 05:39 UTC
v24044gl0000ct88dlfog65il6kods4g,20241204,beyondghost77,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/ocEhMmREQFAfeQKhIn0g1SUNkBFb4DUDIj6VMl~tplv-noop.image?dr=18692&refresh_token=2dfea74c&x-expires=1787657996&x-signature=F1MH3%2FAsasglpFn%2FhuYzc5QMxdk%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=",2026-08-25 05:39 UTC
,20251224,mcdonaldsfrance,,,Promotional Content,[],2026-08-25 05:39 UTC
v24044gl0000d3ofs77og65qpo8urt9g,20251016,bookof_ayke,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/o0wAMGQfSeMoGgA1wc13XoDW8WQWvjgRfeg5IM~tplv-noop.image?dr=18692&refresh_token=df3e770f&x-expires=1787658012&x-signature=1EHYxmZS4drSqy6RDNjJTbqvMQA%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v240",2026-08-25 05:39 UTC
v24044gl0000d3p6v77og65hemc6kihg,20251017,maefouspace,,,Paid Partnership,"[{""cover_image_url"": ""https://p16-common-sign.tiktokcdn.com/tos-no1a-p-0037-no/oQnaNYJdryvZRAFdiilPPIIMxhcZPqBBSAEjB~tplv-noop.image?dr=18692&refresh_token=164af9ad&x-expires=1787657994&x-signature=KcbxduaieTI8ahOvVbm7QG8LqOs%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=ec394d43&idc=sg1&VideoID=v2404",2026-08-25 05:39 UTC
